WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
Condict Slough,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Condray Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cone Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coney Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Confusion Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Conkle Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Conley Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Conlogue Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Connell Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Conner No. 1 Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Conner No. 2 Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Contaminated Runoff From Padlock Feedlot,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Continental Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Control Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Conway Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cook Canyon Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cook Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cook Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cook Spring No. 2,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cookshack Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cooley Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cooley Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coon Hollow Springs,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cooney Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coons Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coop Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cooper Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cooper Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Copper Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Copper Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Copps Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cora Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corbet Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corbett Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corder Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corey Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corinne Springs,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corkscrew Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corlett Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cormany Springs,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cornell Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corner Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corner Mountain Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corner Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corner Stone Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corral Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corral Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corrall Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corrall Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corrall Gulch,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corrall Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Corsi Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottage Spring Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cotton Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cotton W Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Creek (10-27-67),SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Creek (12-26-65),SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Creek (13-12-87),SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Creek (26-14-81),SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Creek (35-30-83),SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Creek (36-30-68),SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Creek (6-12-90),SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Drain Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Gulch,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Hollow,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood No. 1 Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood No. 2 Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood No. 3 Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cottonwood Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Count Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Counting Pen Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Country Club Drain,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Courtney Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Courtney No. 1 Well,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
"Courtney No. 1 Well,, Enl.",SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coutant Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cove Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cove Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cover Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Covey Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Covington Hollow,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cow Camp Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cow Camp Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cow Camp Springs,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cow Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cow Creek Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cow Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cow Gulch Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cow Hollow,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cow Hollow Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cow Pasture Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cowboy Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cowdin Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cox Slough,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coyota Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coyote Coulee,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coyote Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coyote Den Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coyote Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coyote Kill Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coyote Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coyote Spring Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Coyote Springs,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cracker Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crago Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Craig Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cram Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crandall Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crandall Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crane Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crane Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Craven Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crawfish Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crawford Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crawford Slough,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crawler Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crazy Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crazy Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crazy Horse Creek (2-29-75),SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crazy Horse Creek (25-31-74),SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crazy Woman Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crazy Woman Creek or Buck Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Creamery Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crennen Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crescent Springs,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cress Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cress Springs,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crested Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Creston Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cripple Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crisman Spring Area,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crispin Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crissman Swale,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crittenden Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
CRJ Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crofutt Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crompton Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cronberg Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cronley Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crook's Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crooked Canyon Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crooked Channel Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crooked Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crooked Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Croonberg Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crosby Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crosley Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cross 5 Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cross Anchor Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cross Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cross Meadow Spring No. 3,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cross Meadow Spring No. 4,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cross Meadow Spring No. 5,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crossing Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crow Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crow Pass Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crow Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crown Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cruickshank Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cruse Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crystal - Twin Lakes Well,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crystal Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crystal Creek Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crystal Creek Spring No. 1,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crystal Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crystal Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crystal Springs,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Crystal Springs No. 2,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cub Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Culek Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cultra Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cummings Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cummings Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cundall Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cundall No. 2 Irrigation Well,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cundy Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cupid Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Curl Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Curley Bill Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Currant Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Currant Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Curry Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Curtis Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Curtis Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Curtis Springs,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Curuchet Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cushman Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cut Bottom Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cutbank Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cutty Sark Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
CVWRF,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cyclone Canyon Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cyndy Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Cyning Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
D 105-7 Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
D M Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
D&J Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
D. O. Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
D. W. Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
D.E.W. Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
D.L. Drain,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
D.L. Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
D22-1 Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
D84-2 Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Daff Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dairy Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Daisy Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dale Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dale Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dale Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Daley Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dally Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dalton Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Daly Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dalzelle Spring No. 1,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dalzelle Spring No. 2,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dan's Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dan's Creek Pools,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dan's Gulch,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dana Spring Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Daniel Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Daniels Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Daniels Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Darby Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Darci Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dark Canyon Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Darlene Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Darlington Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Darlington Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Darrah No. 1 Springs,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Darrah No. 2 Springs,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Darwin Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dasher Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dater Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Daugherty Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Daun Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dauner Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dauthit Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dave's Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dave Wray Spring Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
David's Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
David Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
David Powell Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
David Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davidge Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davids Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davidson Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davies Spring Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davies Spring No. 1,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davies Spring No. 2,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davis Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davis Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davis Draw No. 1,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davis Draw No. 2,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davis Draw No. 3,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davis Draw No. 4,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davis Lake,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davis Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Davy Crockett Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dawn Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dawson Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
DC-1 Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Cedar Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Cow Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Cow Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Fawn Wash,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Horse Canyon Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Horse Creek (6-57-75),SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Horse Creek (8-49-77),SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Horse Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Horse Spring,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Indian Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Man Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Man Spring No. 1,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Stallion Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Dead Tree Draw,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Deadhead Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Deadline Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Deadman Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Deadman Gulch,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
Deadmans Creek,SURFACE,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
