WaterSourceID,WaterSourceUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,Geometry,GNISFeatureNameCV
717,Grizzley Creek-CODWR,A813,Grizzley Creek,Uknown,Fresh,,
718,Grizzly Creek-CODWR,A814,Grizzly Creek,Uknown,Fresh,,
719,Grizzly Gulch-CODWR,A815,Grizzly Gulch,Uknown,Fresh,,
720,Gross Creek-CODWR,A816,Gross Creek,Uknown,Fresh,,
721,Groundhog Creek-CODWR,A817,Groundhog Creek,Uknown,Fresh,,
722,Grouse Creek-CODWR,A818,Grouse Creek,Uknown,Fresh,,
723,Grove Creek-CODWR,A819,Grove Creek,Uknown,Fresh,,
724,Guajatoyah Creek-CODWR,A820,Guajatoyah Creek,Uknown,Fresh,,
725,Guernsey Creek-CODWR,A821,Guernsey Creek,Uknown,Fresh,,
726,Gunn Creek-CODWR,A822,Gunn Creek,Uknown,Fresh,,
727,Gunnison River-CODWR,A823,Gunnison River,Uknown,Fresh,,
728,Gurule Arroyo-CODWR,A824,Gurule Arroyo,Uknown,Fresh,,
729,Guy Gulch-CODWR,A825,Guy Gulch,Uknown,Fresh,,
730,Gwinn Creek-CODWR,A826,Gwinn Creek,Uknown,Fresh,,
731,Gypsum Creek-CODWR,A827,Gypsum Creek,Uknown,Fresh,,
732,Hack Creek-CODWR,A828,Hack Creek,Uknown,Fresh,,
733,Hairpin Creek-CODWR,A829,Hairpin Creek,Uknown,Fresh,,
734,Hale Gulch-CODWR,A830,Hale Gulch,Uknown,Fresh,,
735,Halfmile Gulch-CODWR,A831,Halfmile Gulch,Uknown,Fresh,,
736,Halfmoon Creek-CODWR,A832,Halfmoon Creek,Uknown,Fresh,,
737,Hall's Gulch-CODWR,A833,Hall's Gulch,Uknown,Fresh,,
738,Hall Gulch-CODWR,A834,Hall Gulch,Uknown,Fresh,,
739,Halls Gulch-CODWR,A835,Halls Gulch,Uknown,Fresh,,
740,Hamilton Creek-CODWR,A836,Hamilton Creek,Uknown,Fresh,,
741,Hamilton Draw-CODWR,A837,Hamilton Draw,Uknown,Fresh,,
742,Hammond Creek-CODWR,A838,Hammond Creek,Uknown,Fresh,,
743,Hankins Gulch-CODWR,A839,Hankins Gulch,Uknown,Fresh,,
744,Hanna Draw-CODWR,A840,Hanna Draw,Uknown,Fresh,,
745,Happy Canyon Creek-CODWR,A841,Happy Canyon Creek,Uknown,Fresh,,
746,Happy Hollow Creek-CODWR,A842,Happy Hollow Creek,Uknown,Fresh,,
747,Hardnack Creek-CODWR,A843,Hardnack Creek,Uknown,Fresh,,
748,Hardscrabble Creek-CODWR,A844,Hardscrabble Creek,Uknown,Fresh,,
749,Harrigan Creek-CODWR,A845,Harrigan Creek,Uknown,Fresh,,
750,Harrington Gulch-CODWR,A846,Harrington Gulch,Uknown,Fresh,,
751,Harrison Creek-CODWR,A847,Harrison Creek,Uknown,Fresh,,
752,Harsha Gulch-CODWR,A848,Harsha Gulch,Uknown,Fresh,,
753,Hart Gulch-CODWR,A849,Hart Gulch,Uknown,Fresh,,
754,Hartman Canyon-CODWR,A850,Hartman Canyon,Uknown,Fresh,,
755,Hartman Draw-CODWR,A851,Hartman Draw,Uknown,Fresh,,
756,Hartman Gulch-CODWR,A852,Hartman Gulch,Uknown,Fresh,,
757,Hartzell Creek-CODWR,A853,Hartzell Creek,Uknown,Fresh,,
758,Harvey Gap-CODWR,A854,Harvey Gap,Uknown,Fresh,,
759,Hat Springs Creek-CODWR,A855,Hat Springs Creek,Uknown,Fresh,,
760,Hatch Gulch-CODWR,A856,Hatch Gulch,Uknown,Fresh,,
761,Haunted Spring Gulch-CODWR,A857,Haunted Spring Gulch,Uknown,Fresh,,
762,Hawk Creek-CODWR,A858,Hawk Creek,Uknown,Fresh,,
763,Hawxhurst Creek-CODWR,A859,Hawxhurst Creek,Uknown,Fresh,,
764,Hay Creek-CODWR,A860,Hay Creek,Uknown,Fresh,,
765,Hay Gulch-CODWR,A861,Hay Gulch,Uknown,Fresh,,
766,Hay Press Creek-CODWR,A862,Hay Press Creek,Uknown,Fresh,,
767,Hayden Creek-CODWR,A863,Hayden Creek,Uknown,Fresh,,
768,Hayden Gulch-CODWR,A864,Hayden Gulch,Uknown,Fresh,,
769,Hayden Pass Creek-CODWR,A865,Hayden Pass Creek,Uknown,Fresh,,
770,Hayes Creek-CODWR,A866,Hayes Creek,Uknown,Fresh,,
771,Haystack Canyon-CODWR,A867,Haystack Canyon,Uknown,Fresh,,
772,Heimbaugh Creek-CODWR,A868,Heimbaugh Creek,Uknown,Fresh,,
773,Hell Creek-CODWR,A869,Hell Creek,Uknown,Fresh,,
774,Helmer Gulch-CODWR,A870,Helmer Gulch,Uknown,Fresh,,
775,Henderson Slough-CODWR,A871,Henderson Slough,Uknown,Fresh,,
776,Hennequin Creek-CODWR,A872,Hennequin Creek,Uknown,Fresh,,
777,Henry Creek-CODWR,A873,Henry Creek,Uknown,Fresh,,
778,Henson Creek-CODWR,A874,Henson Creek,Uknown,Fresh,,
779,Herman Gulch-CODWR,A875,Herman Gulch,Uknown,Fresh,,
780,Hermosa Creek-CODWR,A876,Hermosa Creek,Uknown,Fresh,,
781,Herring Draw-CODWR,A877,Herring Draw,Uknown,Fresh,,
782,Hicks Creek-CODWR,A878,Hicks Creek,Uknown,Fresh,,
783,Hicks Gulch-CODWR,A879,Hicks Gulch,Uknown,Fresh,,
784,Hidden Valley Creek-CODWR,A880,Hidden Valley Creek,Uknown,Fresh,,
785,High Creek-CODWR,A881,High Creek,Uknown,Fresh,,
786,Hill Arroya-CODWR,A882,Hill Arroya,Uknown,Fresh,,
787,Hill Creek-CODWR,A883,Hill Creek,Uknown,Fresh,,
788,Hilton Gulch-CODWR,A884,Hilton Gulch,Uknown,Fresh,,
789,Hinman Creek-CODWR,A885,Hinman Creek,Uknown,Fresh,,
790,Hodding Creek-CODWR,A886,Hodding Creek,Uknown,Fresh,,
791,Hoff Brook-CODWR,A887,Hoff Brook,Uknown,Fresh,,
792,Hoffman Gulch-CODWR,A888,Hoffman Gulch,Uknown,Fresh,,
793,Hogan Creek-CODWR,A889,Hogan Creek,Uknown,Fresh,,
794,Holbrook Creek (AKA Big -CODWR,A890,Holbrook Creek (AKA Big ,Uknown,Fresh,,
795,Holderness Gulch-CODWR,A891,Holderness Gulch,Uknown,Fresh,,
796,Hole-in-the-Wall Creek-CODWR,A892,Hole-in-the-Wall Creek,Uknown,Fresh,,
797,Hole-In-The-Wall Gulch-CODWR,A893,Hole-In-The-Wall Gulch,Uknown,Fresh,,
798,Holland Creek-CODWR,A894,Holland Creek,Uknown,Fresh,,
799,Holland Draw-CODWR,A895,Holland Draw,Uknown,Fresh,,
800,Holmes Draw-CODWR,A896,Holmes Draw,Uknown,Fresh,,
801,Holmes Gulch-CODWR,A897,Holmes Gulch,Uknown,Fresh,,
802,Holthusen Gulch-CODWR,A898,Holthusen Gulch,Uknown,Fresh,,
803,Holy Joe Creek-CODWR,A899,Holy Joe Creek,Uknown,Fresh,,
804,Homestake Creek-CODWR,A900,Homestake Creek,Uknown,Fresh,,
805,Hooker Draw-CODWR,A901,Hooker Draw,Uknown,Fresh,,
806,Hoop Creek-CODWR,A902,Hoop Creek,Uknown,Fresh,,
807,Hoosier Creek-CODWR,A903,Hoosier Creek,Uknown,Fresh,,
808,Horn Creek-CODWR,A904,Horn Creek,Uknown,Fresh,,
809,Horn Fork Creek-CODWR,A905,Horn Fork Creek,Uknown,Fresh,,
810,Horn Gulch-CODWR,A906,Horn Gulch,Uknown,Fresh,,
811,Horse Canyon Creek-CODWR,A907,Horse Canyon Creek,Uknown,Fresh,,
812,Horse Creek-CODWR,A908,Horse Creek,Uknown,Fresh,,
813,Horse Gulch-CODWR,A909,Horse Gulch,Uknown,Fresh,,
814,Horsefly Creek-CODWR,A910,Horsefly Creek,Uknown,Fresh,,
815,Horseshoe Creek-CODWR,A911,Horseshoe Creek,Uknown,Fresh,,
816,Horsetooth Creek-CODWR,A912,Horsetooth Creek,Uknown,Fresh,,
817,Hot Creek-CODWR,A913,Hot Creek,Uknown,Fresh,,
818,Hot Spring Creek-CODWR,A914,Hot Spring Creek,Uknown,Fresh,,
819,Hot Springs Creek-CODWR,A915,Hot Springs Creek,Uknown,Fresh,,
820,House Canyon Creek-CODWR,A916,House Canyon Creek,Uknown,Fresh,,
821,Housel Gulch-CODWR,A917,Housel Gulch,Uknown,Fresh,,
822,Houston Gulch-CODWR,A918,Houston Gulch,Uknown,Fresh,,
823,Hovenweep Canyon-CODWR,A919,Hovenweep Canyon,Uknown,Fresh,,
824,Howard Creek-CODWR,A920,Howard Creek,Uknown,Fresh,,
825,Howard Fork-CODWR,A921,Howard Fork,Uknown,Fresh,,
826,Howd Creek-CODWR,A922,Howd Creek,Uknown,Fresh,,
827,Howlett Gulch-CODWR,A923,Howlett Gulch,Uknown,Fresh,,
828,Hubbard Creek-CODWR,A924,Hubbard Creek,Uknown,Fresh,,
829,Hubberson Gulch-CODWR,A925,Hubberson Gulch,Uknown,Fresh,,
830,Huckleberry Creek-CODWR,A926,Huckleberry Creek,Uknown,Fresh,,
831,Hudson Creek-CODWR,A927,Hudson Creek,Uknown,Fresh,,
832,Huerfano River-CODWR,A928,Huerfano River,Uknown,Fresh,,
833,Hughes Creek-CODWR,A929,Hughes Creek,Uknown,Fresh,,
834,Hunkydory Creek-CODWR,A930,Hunkydory Creek,Uknown,Fresh,,
835,Hunt Creek-CODWR,A931,Hunt Creek,Uknown,Fresh,,
836,Hunter Creek-CODWR,A932,Hunter Creek,Uknown,Fresh,,
837,Hunters Cabin Creek-CODWR,A933,Hunters Cabin Creek,Uknown,Fresh,,
838,Hunters Creek-CODWR,A934,Hunters Creek,Uknown,Fresh,,
839,Hurd Creek-CODWR,A935,Hurd Creek,Uknown,Fresh,,
840,Hutchinson Gulch-CODWR,A936,Hutchinson Gulch,Uknown,Fresh,,
841,Ice Cave Creek-CODWR,A937,Ice Cave Creek,Uknown,Fresh,,
842,Idaho Creek-CODWR,A938,Idaho Creek,Uknown,Fresh,,
843,Ignacio Creek-CODWR,A939,Ignacio Creek,Uknown,Fresh,,
844,Ike Creek-CODWR,A940,Ike Creek,Uknown,Fresh,,
845,Ikes Creek-CODWR,A941,Ikes Creek,Uknown,Fresh,,
846,Illinois Creek-CODWR,A942,Illinois Creek,Uknown,Fresh,,
847,Illinois River-CODWR,A943,Illinois River,Uknown,Fresh,,
848,Independence Creek-CODWR,A944,Independence Creek,Uknown,Fresh,,
849,Indian Creek-CODWR,A945,Indian Creek,Uknown,Fresh,,
850,Indian Run-CODWR,A946,Indian Run,Uknown,Fresh,,
851,Indian Springs Draw-CODWR,A947,Indian Springs Draw,Uknown,Fresh,,
852,Indiana Creek-CODWR,A948,Indiana Creek,Uknown,Fresh,,
853,Inn Brook-CODWR,A949,Inn Brook,Uknown,Fresh,,
854,Iowa Gulch-CODWR,A950,Iowa Gulch,Uknown,Fresh,,
855,Iron Creek-CODWR,A951,Iron Creek,Uknown,Fresh,,
856,Iron Gulch-CODWR,A952,Iron Gulch,Uknown,Fresh,,
857,Irrawaddy Creek-CODWR,A953,Irrawaddy Creek,Uknown,Fresh,,
858,Ivanhoe Creek-CODWR,A954,Ivanhoe Creek,Uknown,Fresh,,
859,Ivy Creek-CODWR,A955,Ivy Creek,Uknown,Fresh,,
860,IX Gulch-CODWR,A956,IX Gulch,Uknown,Fresh,,
861,Jack Creek-CODWR,A957,Jack Creek,Uknown,Fresh,,
862,Jack Gulch-CODWR,A958,Jack Gulch,Uknown,Fresh,,
863,Jack Rabbit Creek-CODWR,A959,Jack Rabbit Creek,Uknown,Fresh,,
